unique_id,razon_social,clientes,year,empleados,sedes,Ventas en millones
3066509,SENSITIVA,790,2024,74,5,3034.09763449786
3066556,COMERCIALIZADORA ALEX,1105,2024,113,12,3098.69489166147
3066597,RM FRAGANCIAS Y ENVASES 1,863,2024,83,11,972.740090616354
3066647,TIENDA EL DANUBIO,1199,2024,125,12,1051.07284424078
3066713,ASESORIAS Y TRAMITES DE TRANSITO  B - A,1008,2024,101,13,2531.54220311
3066733,PARQUEADERO FONDECOM,1107,2024,113,9,723.934482990342
3066743,COMERCIALIZADORA MILAGRO,895,2024,87,15,670.748101210235
3066778,GRANERO EL CALIDOSO,770,2024,71,7,3028.81069619591
3066851,RAPITIENDA CIUDAD DE CALI,1183,2024,123,10,3222.42079595626
3066903,TECNIAIRES,1048,2024,106,13,3329.80403489148
3066950,AHUMADOS EL JAZMIN,952,2024,94,11,2797.66250487823
3066976,CAMILO BOTERO INGENIEROS CONSULTORES LTDA,1014,2024,102,8,2549.77689045388
3066991,TALLER INDUSTRIAL JOTA JOTA,1265,2024,133,8,2258.35563440539
3067056,TRANSCRIPCIONES MECANOGRAFICAS OLGA,860,2024,83,13,2114.87443028217
3067133,M Y L MEDICAL PASS. DENTAL CLINIC SAS,850,2024,81,9,1986.0861350071
3067170,PATRICIA JIMENEZ WILCHES,876,2024,85,8,2607.1101823865
3067198,OBRAIN,683,2024,60,8,2520.2077002306
3067231,OV PUNTO COM,1164,2024,120,11,2977.26057055592
3067338,CALZADO EVELYNDA,1038,2024,105,14,1733.01583746239
3067352,RANCHO Y LICORES LA 55,1041,2024,105,14,2408.61260105723
3067394,GUICOM GUIAS COMPUTARIZADAS,991,2024,99,13,-784.129932321526
3067405,TALLER AGROPARTES,898,2024,87,6,1592.97143635859
3067473,LASH SPA CALI,835,2024,79,14,1734.25978383491
3067546,PARAISO TURQUESA,1170,2024,121,12,2538.33467940253
3067607,CENTROMUEBLES CALI,715,2024,64,15,619.744421961056
3067609,CENTROMUEBLES CALI,1088,2024,111,7,909.38833589503
3067610,CENTROMUEBLES CALI,841,2024,80,7,3864.74065139023
3067613,CENTROMUEBLES CALI,1056,2024,107,9,1362.83297388641
3067675,LICEO MAYOR MIXTO TERCER MILENIO SEDE 2,852,2024,81,9,3554.42215817578
3067677,IVABB CONSTRUCCIONES,895,2024,87,12,2829.3564864358
3067686,BRIGGS REPUESTOS,1354,2024,144,9,2648.3958255325
3067757,GRUPO GESTION CONSULTORES AUDITORES S.A.,1134,2024,117,9,1694.54335316761
3067770,VELOZ SERVICIOS ASESORIAS NOTARIALES Y APOSTILLADOS SHALOM,571,2024,46,7,2702.51031063885
3067778,MAGIKA VELAS CREATIVAS,1025,2024,103,12,1574.41970436721
3067781,CIELO PELUQUERIA Y ESTETICA,910,2024,89,14,1418.84873338674
3067842,POLLOS LA FLORESTA,773,2024,72,10,2102.945229245
3067874,SOC.ORTIZ MUNOZ & CIA S EN C S,1042,2024,105,9,1886.43119605054
3067891,SCOWER DISENOS,1026,2024,103,11,3453.3929090675
3067923,QUIMICA PURA,934,2024,92,8,3350.11997574566
3067958,SYSCAPOS,1395,2024,149,9,3093.92141139305
3068011,SOLUTIONS IN LINE S.A.S.,550,2024,44,7,-72.3484416731453
3068018,VALU TRAJES DE BAÑO,1168,2024,121,9,1891.70889329908
3068026,TIENDA MIXTA NATES,942,2024,93,14,3452.05281381881
3068040,LUBRIAIRES,1131,2024,116,9,1027.64302489881
3068063,TALLER PLATINOS,909,2024,89,12,3674.26877836841
3068064,BODEGA DEL MUEBLE CIUDAD JARDIN,881,2024,85,6,571.50017926985
3068065,BODEGA DEL MUEBLE - OUTLET,658,2024,57,13,2318.74473249377
3068137,FRITOS MARIA DEL CARMEN,958,2024,95,8,2879.05987537145
3068221,JULIAN AZCARATE,1496,2024,162,5,1477.64192997908
3068227,ARQUIMILENIUM,1198,2024,125,10,2613.46624907
3068234,MUEBLES Y DECORACIONES BET-EL,1335,2024,142,7,5400.73187134478
3068242,FLORES ORGASMICAS,1183,2024,123,10,2553.24775083207
3068251,COLEGIO GUIAS,1229,2024,129,10,2592.64066072632
3068404,MONICA JARAMILLO A. ASESORES SEGUROS,1181,2024,123,17,1126.55772712792
3068407,MEDICAMENTOS ESPECIALIZADOS S.A.S,1095,2024,112,12,1556.70291359228
3068425,INDUMADERAS E.T,883,2024,85,14,1346.98341730095
3068487,DISTRIFRUVER DEL VALLE DE LA 72,893,2024,87,14,869.634039148257
3068499,GARCIA CASTAÑO MARIA ELSY,680,2024,60,10,1321.60702428566
3068515,FERRETERIA CAÑAVERAL,999,2024,100,10,3384.39761370872
3068537,PURIFICADORES DE AGUA G.P.C.,1180,2024,122,5,1222.92688012387
3068562,KAPITAL BUSINESS,1206,2024,126,12,2842.67710972952
3068593,COOPERATIVA DE TRANSPORTADORES LA ANDINA - CALI,1019,2024,102,13,2162.08150454885
3068608,PACIFIC BUSINESS GROUP,890,2024,86,8,2190.64430717788
3068620,ACCESORIOS CYBERCOM,1658,2024,182,7,964.29033720676
3068634,INTERPROTECCION LABORAL,1147,2024,118,13,2737.1315509369
3068721,LOS TRES LEONES,1284,2024,136,12,1298.7058628455
3068806,ENERTEL COLOMBIA,932,2024,92,8,789.832811371269
3068812,DISTRIBUCIONES JULIAN CASTRO,992,2024,99,8,841.094888339985
3068840,TERMO FIESTAS,1090,2024,111,9,2243.2003036215
3068869,ISABEL CARDOZO VILLAQUIRAN,1335,2024,142,14,3188.89117852656
3068870,DISTRIBUIDORA NEYDA,938,2024,92,10,1569.70516575256
3068922,INVERSIONES DEL VALLE B & M,1171,2024,121,11,1949.43160496005
3068924,CARBONERIA LA GLORIA,581,2024,48,11,2377.98072243905
3068938,ACABADOS EL PUNTO DEL MARMOL,899,2024,87,14,2305.41741009184
3068952,PS.BPO.S.A.S,742,2024,68,5,3497.06869279187
3068969,J.E.B MALETINES Y PUBLICIDAD,1223,2024,128,11,2907.82479255988
3068976,CONFECCIONES EIDI,967,2024,96,11,1338.38558229637
3069006,VARIEDADES MAPRE,922,2024,90,13,1470.24771553122
3069059,DUNKIN DONUTS VXM 162,1274,2024,134,11,3039.11846830349
3069122,L Y S SPORT,1223,2024,128,7,1308.67506195203
3069126,ALFIN,820,2024,78,7,2132.24649558833
3069153,REPRESENTACIONES ODONTOLOGICAS,1086,2024,111,9,352.683751988015
3069188,FOTO JARAMILLO,754,2024,69,9,702.327347555465
3069205,DROGUERIA CRUZ BLANCA DE SAN ANTONIO,905,2024,88,13,2291.51721886398
3069339,SALA DE EXHIBICION Y COORDINACION GILSA,1323,2024,140,13,2092.62747878549
3069372,PANADERIA LAS RICURAS DEL OESTE,1290,2024,136,9,1717.91075741133
3069408,TIENDA MARIU,1222,2024,128,7,2004.69553771106
3069501,VENTOLINI NO. 27,886,2024,86,14,3265.95621265322
3069523,FARMACIA VARGAS,624,2024,53,15,3117.79421674556
3069579,SANCHEZ MORALES Y CIA S EN CS SOCIEDAD ESPECIALIZADA EN ARRENDAMIENTO,765,2024,71,10,530.585344872722
3069590,SERVIAIRES AR.,1191,2024,124,8,1135.10157304906
3069596,MAR LATINO,942,2024,93,8,1023.39839172001
3069601,FANLA S.A.,567,2024,46,11,2005.20043455991
3069642,PUBLISPEED DIGITAL,964,2024,95,11,3481.52692088143
3069733,RESTAURANTE MI CALI PARRILA DE ELIANA,1282,2024,135,17,3132.15752544418
3069744,CREACIONES LULU,1129,2024,116,10,2991.86174498946
3069800,CRISTINA ESTETICA Y FIGURA,836,2024,79,11,14.831638829141
3069806,DROGAS ALBERT R,691,2024,61,7,1703.60951362623
3069851,INVERSIONES DEL REINO S.A,835,2024,79,11,638.861680763761
3069954,RULVER CAMAYO CRUZ,1007,2024,101,10,2105.96479653958
3070051,CALIREDES SAS,1178,2024,122,14,3702.42363426234
3070256,BOUTIQUE URBANTH PLANETH,612,2024,52,9,1737.86702007822
3070330,SERVICIOS DE CONSTRUCCION S.A,1205,2024,126,6,2307.92613575586
3070351,PARQUES Y EVENTOS PROMOCIONALES S.A,1001,2024,100,9,2024.86431981931
3070364,THE COLLECTION DARS,1114,2024,114,8,2704.87266550544
3070402,TU BOCA ODONTOLOGÍA INTEGRAL,669,2024,59,12,2148.67837757645
3070442,MULTISERVICIOS MAQUILAR S.A.S.,867,2024,83,10,751.953315905384
3070450,CLINICA SAN MIGUEL ARCANGEL ORTHOPEDIC JOIN SAS,910,2024,89,11,3168.96789923006
3070451,TARTAS PAN,1209,2024,126,14,2132.23529626592
3070521,ECO BRILLO,1206,2024,126,12,3546.43357331656
3070552,PUNTO.NET CALI,1087,2024,111,8,1920.27564478423
3070622,PANADERIA GUADUALPAN,1321,2024,140,10,2319.96837339746
3070629,SALON DE BELLEZA EVA,897,2024,87,9,944.488261250667
3070825,ALMACEN TECNICHAPAS Y VIDRIOS DEL NORTE,1203,2024,125,14,2605.88672571086
3070856,ELECSER S.A.S,993,2024,99,14,3922.44279211651
3070880,DANIEL MALO Y COMPANIA LIMITADA ASESORES DE SEGUROS # 2,867,2024,83,7,1495.12792707337
3070881,VANITY CENTRO DE RELAJACION  Y ESTETICA,1185,2024,123,6,2703.34293665167
3070920,ENTIDAD PROMOTORA DE SALUD SERVICIO OCCIDENTAL DE SALUD S A S.O.S. PARQUE VERSALLES,1276,2024,135,14,2059.29689505442
3071062,ASIC S.A.,1176,2024,122,10,2528.09625331367
3071120,PLATAFORMA TECNOLOGICA,898,2024,87,5,3152.53751264061
3071185,VARIEDADES CLARIBEL'S,906,2024,88,11,707.370466919152
3071187,ENDOMET,1276,2024,134,8,1386.35048824692
3071214,HOGAR PARA ANCIANOS LOS AÑOS DORADOS E.U,1071,2024,109,8,1865.12542623206
3071329,SALA DE PELUQUERIA BELLEZA Y COLOR,1166,2024,121,10,922.013905828273
3071356,SEMBRANDO ESPERANZA,932,2024,92,6,4377.11673298202
3071363,INDIANAPOLIS CAR¿S,1252,2024,132,11,3842.49124178336
3071375,RESTAURANTE LA ISABELLA,838,2024,80,8,3431.43039036638
3071397,INSUMOS ORTOPEDICOS DE COLOMBIA IOCOL,1125,2024,116,11,2065.19735450624
3071439,TECDYMARK S.A.S,837,2024,80,14,1807.45857924645
3071451,TECNITECH,507,2024,38,9,-408.272554554788
3071519,PABLO JULIO 3,731,2024,66,13,513.660570553331
3071525,XIMENA SANDOVAL CONSTRUCCIONES,1027,2024,103,7,1533.37627768782
3071529,RECUPERACIÓN AMBIENTAL R.C,1177,2024,122,7,1865.85973994883
3071558,MUBLERIA EL REGALON,650,2024,56,10,3802.17457808541
3071582,INVERSIONES A V C S EN C,750,2024,69,9,2948.09114667941
3071610,ADC INGENIERIA,1353,2024,144,6,2919.88757276444
3071642,SURTIMUEBLES MARCE,913,2024,89,7,3464.08944057987
3071751,CIGARRERIA Y RAPITIENDA J.C,1101,2024,113,15,1053.153651365
3071776,AUTOSERVICIO LA ESTRELLA DE LOS PRECIOS BAJOS,895,2024,87,9,1668.12196139722
3071790,AUDIFARMA CRISTALES,940,2024,93,4,1457.52599831339
3071816,RANCHO PATOJO,1017,2024,102,11,1755.06741939705
3071847,DISTRIBUIDOR MALAYO SAS,1002,2024,100,8,3331.26629891115
3071877,HOLA FILMS,961,2024,95,6,814.081782681581
3071880,UROBENT S.A.S,906,2024,88,10,2627.62946826473
3071936,NOVOTECH,390,2024,24,4,2950.39422950024
3071989,PACHO MISCELANEA,1374,2024,147,3,1615.81894571904
3072019,JUAN K COMUNICACIONES,1358,2024,145,6,1663.83201701904
3072044,LAS DELICIAS.PAN,780,2024,72,13,4872.5743078669
3072050,MISCELANEA MULTIVARIEDADES NIDCI,966,2024,96,7,2597.68854830891
3072064,SOMOS MAYORISTAS SIKA,1275,2024,134,9,2846.67230289785
3072101,PANADERIA LOS MONITOS DEL CORTIJO,1200,2024,125,10,694.300213625355
3072115,JHON MESIAS,1255,2024,132,8,2677.47033176177
3072166,AREPA AQUI SE COME RICO,786,2024,73,10,2493.06645952785
3072167,N R COMUNICACIONES,1515,2024,164,5,2287.93928328914
3072265,ARQ. MATILDE BOTERO DISEÑO,773,2024,72,10,2329.47985109287
3072270,ACABADOS DIVI COSTA,1151,2024,119,8,3665.94371011537
3072278,MERCANTIL DE INVERSIONES CALI LTDA.,1028,2024,104,12,417.650348873053
3072302,MODAS BULTINA S.A.S,919,2024,90,8,690.921030029964
3072319,BICICLETERIA LA ESTRELLA LA 26,924,2024,91,9,2168.98810435372
3072344,SOLUCIONES INDUSTRIALES CORONEL,802,2024,75,12,1633.94972388918
3072389,CREACIONES M Y E CALI,1325,2024,141,7,1161.67033260357
3072414,LICORES A Y M,1018,2024,102,8,3071.08863086205
3072524,HAMDECO,1052,2024,106,8,3926.93107409911
3072555,TESOROS DE SABIDURIA,1042,2024,105,5,1523.52257897595
3072571,JUEGO DE SAPO Y BILLAR BOLA 8,925,2024,91,12,2275.84000485681
3072578,DEPOSITO DE EMPAQUES EL DIVINO,773,2024,72,6,1239.10335130922
3072592,COMERCIALIZADORA PVC DEL PACIFICO,1051,2024,106,13,2040.01528947017
3072596,FERRETERIA EL RAMOS ELECTRICO,581,2024,48,6,1421.51102433625
3072742,ASER PAN PASTELERIA JORGE SAWADSKY,716,2024,65,16,1430.62246282472
3072772,CRIADERO VILLA FATIMA,785,2024,73,13,3017.25897804399
3072831,CONFECCIONES ANTONIA,784,2024,73,12,2812.3885877465
3072877,SERVICIOS DE ESTACIONAMIENTO VEHICULAR SEVE,1021,2024,103,12,991.657170228452
3072882,TIENDA MIXTA AMARILLA,1320,2024,140,13,893.947083644934
3072883,OPTICALI E.P.,697,2024,62,9,1125.19083180064
3072907,FRIO TOTAL RIASCOS,1087,2024,111,7,4073.75841944291
3072921,CREART GRAPHICS.CO,1180,2024,122,8,2598.90273847436
3072969,ZONA INTERACTIVA DISEÑO,802,2024,75,0,2483.9634850838
3073016,CARDODENT,989,2024,99,7,2085.06270553297
3073062,ORTODONCIA'S PLACAS DENTALES,1165,2024,121,8,1710.61683332816
3073106,MASCOTIENDA HUELLAS,949,2024,94,9,1598.66439378065
3073111,DOTACIONES KAKY,956,2024,94,11,3435.82131706557
3073121,J.J.NET.VALLE,1062,2024,108,9,1647.93567261422
3073122,LA NACIONAL DE ADMINISTRACIONES Y SERVICIOS GENERALES,988,2024,98,8,1668.84749985962
3073162,F & F STORE,889,2024,86,11,159.877506016265
3073280,PANADERIA PRADOS PAN,972,2024,97,13,677.451614361808
3073290,SOLUCIONES INTEGRALES EN SISTEMAS Y ELECTRONICA,1377,2024,147,13,1396.21742917523
3073365,ALEXANDER ARBOLEDA DISEÑOS,1175,2024,122,11,1792.51898681252
3073374,CENTRO DE ATENCION INTEGRAL ADULTO MAYOR POR UN MEJOR VIVIR,817,2024,77,14,1786.15065800324
3073419,D¿PALMA VERDURAS,751,2024,69,9,2623.29008605986
3073448,MUNDO LICORES CALI,928,2024,91,13,1805.45280728526
3073499,HABANA TROPICAL SANDWICH,1266,2024,133,9,1712.91461218379
3073501,EYMARD,1059,2024,107,10,1099.72836317035
3073544,EL AREPAZO ORIGINAL,860,2024,82,9,659.424708607867
3073549,PETIN,1176,2024,122,7,1293.06116963077
3073713,CHAMELEON INTELLIGENCE AGENCY,973,2024,97,10,2474.19865363483
3073736,EL PAIS S.A. - UNICENTRO LOCAL 207 PASILLO 1,776,2024,72,13,1969.77809896463
3073781,INVERSIONES PINARES DEL VALLE,1092,2024,112,8,3824.58768055617
3073789,EL PAIS S.A. - PALMETO ISLA I LOCAL 211,1305,2024,138,12,2479.50495965712
3073827,PELUQUERIA GLAMUR SIGLO XXI,1087,2024,111,8,2291.18015148947
3073831,RESTAURANTE SABOR Y PLACER,1038,2024,105,7,1188.52429033095
3073872,NEXOS COMERCIALES NEXCOL,869,2024,84,10,1913.75059764692
3073948,EL GRAN BUDA LA FLORA,1114,2024,114,7,2857.61625823417
3073963,HOTEL INTERCONTINENTAL CALI UN HOTEL ESTELAR,786,2024,73,9,2676.42792062137
3073976,ANTHOLOGY,669,2024,59,6,2738.36156868844
3074012,DURAN DIGITAL STUDIOS,991,2024,99,8,299.639772173351
3074025,PARQUEADERO MAFER CALI,993,2024,99,12,786.008290785775
3074042,SERVIPARLANTES LA CASA DEL PARLANTE,1473,2024,159,10,1594.87835876839
3074082,FLORES DE LOTO SALON SPA,757,2024,70,9,2952.9390046888
3074202,SALA DE BELLEZA MYLA,1034,2024,104,11,1554.20689643958
3074255,VARIEDADES 4 M,1161,2024,120,12,2443.06582898614
3074274,MONTALLANTAS Y BICICLETERIA S R,1210,2024,126,11,3272.84941286161
3074324,MONICA RIVADENEIRA BOLSOS Y ACCESORIOS,998,2024,100,5,1374.66626438589
3074355,SOPORTES T.V,851,2024,81,11,2605.98886848834
3074399,RAPITIENDA LA REBAJONA,987,2024,98,9,2335.62998163953
3074428,SONIA ATEHORTUA DENTALSTUDIO,1388,2024,148,12,1480.82147895657
3074478,PRODUCCIONES ARTISTICAS Y MUSICALES MATECAÑA,1097,2024,112,10,2318.43280934216
3074489,FERROELECTRICOS LA CIGARRA,591,2024,49,9,-379.113992732693
3074532,POSTRES Y PASTELES CASA BLANCA,1285,2024,136,9,2608.20442387271
3074537,PALEKA STORE,1108,2024,114,17,1393.32980301985
3074595,PROVEEDORES INTERNACIONALES DE TRANSPORTE,993,2024,99,11,3492.82716680412
3074622,PARQUEADERO CESCAR,996,2024,100,15,1049.85744024485
3074634,CONSSYSO CONSULTORIA Y ASESORIA,970,2024,96,8,2041.58150787345
3074638,INHOSFAR DISTRIBUCIONES,1051,2024,106,6,3541.57328847895
3074669,MANGO'S PELUQUERIA,899,2024,87,8,1944.54664395645
3074748,FORWARD SHOES,1055,2024,107,10,2679.78792650626
3074774,TECNIELECTRIC MOTOS,814,2024,77,10,2016.98350609662
3074792,DISTRIBUIDORA HTH,1040,2024,105,12,5018.57686263766
3074803,SCHADAY COMUNICACIONES,1221,2024,128,7,1715.34042233012
3074807,SERVI-TONER JR,1102,2024,113,9,102.301679343874
3074844,MOTO BIKE CALI,1207,2024,126,8,2346.10550942401
3074918,JC REPARACIONES,782,2024,73,14,1431.92263220787
3074921,SENCEY.CELL,1011,2024,101,10,635.795459208485
3074927,EL OFERTAZO Y LA MODA DEL POBLADO,1123,2024,115,8,2272.54035982175
3074999,P.D.F IMPRESORES,786,2024,73,13,1312.94073721106
3075024,MFK SHOES,1313,2024,139,9,3294.79183565945
3075036,COMIDAS RAPIDAS BERAKAH,793,2024,74,14,1153.61122079135
3075054,F S H MOVIL. NET,1033,2024,104,7,2358.44435885618
3075066,BRASA Y BROSTY,1030,2024,104,14,1796.97490240056
3075107,CONSULTORIO Y LABORATORIO DENTAL LYALEX,1024,2024,103,10,3360.64193347074
3075148,AUTOTRANSFORMAR,958,2024,95,8,2839.00461912352
3075200,LUZ AMPARO GUEVARA RIOS,1090,2024,111,6,2662.1263898508
3075228,ARTESANIAS PETUCA,794,2024,74,17,3172.3286882829
3075245,CAFETERIA GRACIELA,742,2024,68,7,1060.9039510282
3075269,CABINET DEL SUR,869,2024,84,8,3035.11420617885
3075273,CEVA FREIGHT MANAGEMENT DE COLOMBIA SAS,989,2024,99,8,2496.87537563681
3075274,MUEBLES PECHENE,1251,2024,131,13,1180.04619855193
3075285,CALZANDER A.D,1317,2024,140,11,685.438178357951
3075312,PELUQUERIA TU PROPIO STILO,1064,2024,108,8,4208.97227190021
3075322,DANNY CHAMORRO CONTRATISTA,1076,2024,110,10,764.610050240386
3075405,PAINTCOP,951,2024,94,13,2609.96375126337
3075411,WM COMUNICACIONES SAS,1010,2024,101,9,2209.09985676672
3075418,COCINAS J R,719,2024,65,12,2090.92814933737
3075625,APARTA HOTEL PLAZA REAL N. 2,1058,2024,107,8,2360.80440263736
3075666,ASESORIAS DE TRANSITO D.R.G,893,2024,87,12,2273.07426405119
3075677,FACTORING UNIVERSAL S.A,1067,2024,108,11,3455.43887892965
3075714,POSTRES & TORTAS RICOS,931,2024,91,14,2311.24937359693
3075734,NATURAL INCORPORATED,868,2024,83,14,1996.30597671317
3075749,TARJEDETALLES TAMAYO,956,2024,95,9,1562.27316428533
3075785,DISTRIKAT DE REPUESTOS S.A.S,927,2024,91,9,2979.65091022574
3075807,SYSTEPARTES E.U.,1219,2024,127,13,1360.89216346461
3075837,PUNTO CELL & HM,1042,2024,105,12,1784.48189514303
3075907,XTREME SHOP JARDIN PLAZA,1086,2024,111,7,1392.32227283616
3076067,VARIEDADES DEL NORTE GRANADA,752,2024,69,12,511.769900363796
3076097,ITECH S.A.S.,1299,2024,137,9,3155.07083976594
3076178,TIERRA DE GIGANTES,1032,2024,104,8,2271.51034923145
3076204,ASER PAN PASTELERIA GUABAL,829,2024,79,12,-72.5962039859073
3076219,FULLENGINE S.A.,1062,2024,108,3,2162.94294171872
3076248,CONSULTORIO NUTRICIONAL FERNANDA GONZALEZ,1174,2024,122,8,1694.57035415513
3076259,INDUSTRIA AGROPECUARIA DEL VALLE S.A.S.,723,2024,65,12,249.444590880598
3076295,BOQUISABROSO RESTAURANTE,1338,2024,142,13,329.011971306544
3076328,TECNI GALLEGO,968,2024,96,8,1632.1077757745
3076331,ANNIE¿S NORTE,1224,2024,128,9,1562.3211521756
3076347,SUPER INTER VIAJES,1014,2024,102,12,2743.46097903305
3076383,TIENDA MIXTA MAYRA ALEJANDRA ALMEIDA,934,2024,92,13,1962.95349390893
3076424,SILLAS DANUBIO,633,2024,54,8,590.255056479513
3076454,GIGAGYM,780,2024,72,10,-1504.0464850978
3076461,COMPAÑIA INTERNACIONAL DE COSTURA S.A.S,992,2024,99,11,2013.73034559211
3076539,TIENDA EL MIRADOR DE LAS BRISAS,1166,2024,121,7,3870.28807632198
3076572,EL SAMAN AGROGANADERIA,624,2024,53,11,1391.79073179963
3076599,TRADISALUD S.A.S # 1 (TRADICIONES EN SALUD S.A.S),1275,2024,134,7,2434.52822442185
3076619,COSMEPLASTICA S.A.,1280,2024,135,10,1763.02556144252
3076652,MISCELANEA LA 4 NORTE,771,2024,71,13,525.972231769506
3076657,ACUAVAL DE COLOMBIA S.A,1094,2024,112,8,349.122264610353
3076707,COMERCIALIZADORA CAMILO TOVAR,793,2024,74,11,3985.49129490529
3076819,CLUB LAS TERRAZAS DEL HORMIGUERO,975,2024,97,11,1399.56841425492
3076830,DISTRI FRUTAS MAURICIO,1186,2024,123,8,1120.53824997135
3076839,COMERCIALIZADORA COSTAPACIFICA,1174,2024,122,12,1740.44612948789
3076877,SYSTEMS EXPRESS IT CALI,830,2024,79,9,1827.83317998464
3076889,MINIMARKET LA 44,923,2024,90,12,721.959224980849
3076933,GRANERO EL ESQUINAZO DE LOPEZ,805,2024,76,12,1514.34017159279
3076955,TRAINER G Y M,1068,2024,108,8,1044.46430799755
3076975,PIÑONERIA Y REPUESTOS J.D,688,2024,61,8,1387.76180958318
3076982,LAS DELICIAS DE SANDRA DE CALI,474,2024,34,11,1728.70574125716
3077001,ENVASADORA DE ACEITE VEGETAL SABROSITO REAL GITANO Y ESPAÑOL,1294,2024,137,7,2290.47460870327
3077030,RAPITIENDA Y LICORES DE LA CAÑA,1455,2024,157,7,2178.21038618689
3077037,RESIDENCIAS ESCORIAL DE SAN NICOLAS,909,2024,89,13,3822.60389032865
3077059,BILLARES Y KARAOKE HENRY,1152,2024,119,13,1790.1673311906
3077084,PELUQUERIA PERSONAJES AM,998,2024,100,9,3292.42435006742
3077123,CAMPO - MEDRANO,1295,2024,137,12,2200.07498399047
3077129,HELEN ROPA AMERICANA,1111,2024,114,10,1581.46822772107
3077139,DISTRIBUIDORA DE PINTURAS GAMA COLOR,1041,2024,105,11,1601.86349370479
3077177,"SIETE 24 LTDA, 7-24 LTDA",640,2024,55,10,3987.53997395871
3077211,SALA DE BELLEZA DANNYCH,1217,2024,127,14,841.760542382682
3077214,NAKAR SALOON ASESORES DE IMAGEN,930,2024,91,5,3992.0238335354
3077295,BALANZAS ELECTRONICAS DEL VALLE,719,2024,65,14,1217.46424891741
3077360,LA HOLANDA MASCOTAS E.U. SUR,960,2024,95,12,3140.57359298227
3077403,MATERIALES DE RIO TANAKA,975,2024,97,11,2908.60162527005
3077430,ESTETICA Y SPA BABANA,1212,2024,126,12,777.202571298015
3077431,EMISALUD S.A.S.,767,2024,71,7,1727.86950152599
3077435,MIAMI BAR-LOUNGE,888,2024,86,10,3958.8460979567
3077492,ALQUILER CASARTE,1298,2024,137,9,2046.55120848894
3077503,PROMADERAS INDUARCO DEL VALLE,1272,2024,134,11,3036.34910698199
3077546,COLCYSSAS S.A.S,1233,2024,129,14,1520.79645435243
3077552,TIENDA LA EMPRENDEDORA,1332,2024,142,5,2618.02590213675
3077688,TIENDA NATURISTA SOL VERDE LA 14 COSMOCENTRO,1041,2024,105,13,563.089401127656
3077750,JOSE FAUNER CARDONA JARAMILLO,884,2024,85,11,2935.00663047897
3077751,FERRETERIA BREYJALU,1111,2024,114,11,1984.16601998384
3077801,DRINKING WATER AGUA PURA,1212,2024,126,8,833.880549606248
3077866,BILLARES EL CHOO,1483,2024,160,8,2185.16873501258
3077874,FUMIGACIONES Y DESINFECCIONES INSER,607,2024,51,7,1755.61561712686
3077920,MINIMARKET JGB S.A. 2,1055,2024,107,17,1714.3893242342
3077941,TIENDA DON CLODO,1131,2024,116,15,1506.2600227373
3077951,ELECTRICIDAD AUTOMOTRIZ F.T.,989,2024,99,10,3141.98185774354
3077981,EA EXPRESS SISTEM,688,2024,61,15,2559.81120983215
3078011,COMESTIBLES KAJAN,1148,2024,119,6,2785.03071068864
3078024,DISTRIBUIDORA FERNANDEZ SOLIS,844,2024,81,13,1961.47328823425
3078064,doc.mariaisabel,1101,2024,113,9,1502.40037473786
3078122,NAKLAS CLOTHING-NK,1182,2024,123,16,1263.45363394117
3078142,TIENDA MIXTA LA ZAGA,1257,2024,132,13,1118.51334514758
3078170,TARGETTI  AMERICA LATINA,688,2024,61,5,2129.2243109678
3078200,G-RALTEX,1216,2024,127,13,-270.178665735603
3078202,UEK. DUSAF,849,2024,81,6,2984.48669831527
3078251,ABAKON S.A.S,742,2024,68,16,3096.87756206488
3078260,CALZADO LA 27,1263,2024,133,5,2263.88284050441
3078278,CONFECCIONES CREACIONES Y MODA,1229,2024,129,7,1353.51063376204
3078290,REPARACIONES LOCATIVAS PASOANCHO SAS,951,2024,94,10,2256.48649817051
3078326,FORROTAPIZ # 2,1152,2024,119,8,3424.40948268355
3078329,SIGAR - CONSULTORIA Y EQUIPOS,828,2024,78,11,3204.98931967255
3078343,J.C.V. SOLUTIONS,970,2024,96,6,4042.41954121356
3078361,TIENDA MIXTA AURA L,981,2024,98,6,1233.13592202848
3078401,VR. CALZADO,944,2024,93,12,2701.51631508323
3078439,MUEBLERIA MYA,1147,2024,118,9,1138.29444424821
3078492,CELL DIGITAL PRINCIPAL,1307,2024,138,9,1533.13212114939
3078517,DIADAY,909,2024,89,12,2625.6867503631
3078545,DISEÑOS ARTE Y MADERA,993,2024,99,7,812.34248754321
3078595,PRO-GSST,1327,2024,141,9,549.097760193851
3078623,CMHB,934,2024,92,6,1361.84001262359
3078639,ALMACEN DENTAL LA U,479,2024,35,14,1536.43710919509
3078689,MOLDU YESOS DECORACION,1103,2024,113,11,1115.63198549319
3078693,COPIAS MIL,823,2024,78,10,1609.57772486996
3078760,INGENIERIA DE EVENTOS DEL PACIFICO,800,2024,75,12,1687.25907182114
3078815,CAMPOOPTICO,1284,2024,136,14,2141.90795142683
3078866,COMERCIALIZADORA K Y G,1490,2024,161,9,1928.54443829718
3078912,UNIFORMES Y DOTACIONES DECAN,792,2024,74,9,1244.96097252032
3078978,VIAJAR POR COLOMBIA Y EL MUNDO UNICENTRO,1206,2024,126,11,3626.91651768668
